aluguel,condominio,iptu,descricao,endereco,bairro,area,qtd_quartos,qtd_vagas,qtd_banheiros
950,297,850,"Apartamento no Centro de Fortaleza, localizado na Av. Heráclito Graça, em frente ao Banco Central do Brasil, a poucos passos da Av. Dom Manuel, próximo da Estácio, Cometa Supermerc..."," Centro, Fortaleza
",Dias Macedo,74,1,,1
1000,217,850,"O apartamento no bairro Jardim Cearense com 44 metros quadrados com 2 quartos e 1 banheiro Possui jardim, parquinho infantil, salão de festas.Churrasqueira para você aproveitar nos..."," Rua Holanda, Jardim Cearense
",Cambeba,44,2,1,1
1500,720,1,"Imóvel com 82m² com 3 quartos, sendo 1 suíte com armário, sala ampla com 2 ambientes, WC social, cozinha com armários projetados, área de serviço e 2 vagas de garagem cobertas. Con..."," Engenheiro Luciano Cavalcante, Fortaleza
",Edson Queiroz,82,3,2,1
1300,0,850,"Venha conhecer nossos ótimos apartamentos para primeira locação, localizados próximos ao Castelão. Cada unidade possui dois quartos, sendo um deles uma suíte, armários embutidos no..."," Rua Crisanto Arruda, Passaré
",Cambeba,44,2,1,4
2300,732,850,"Apartamento localizado no meireles a um quarteirão da praia de Iracema, com 130m², sendo dividido em uma ampla sala em L com piso em porcelanato, cozinha com armarios, area de serv..."," Rua Ildefonso Albano, Meireles
",Passaré,,3,2,4
1409,0,850,"(M-100) Excelente apartamento bem localizado na Rua Oto de Alencar, 171, centro, Fortaleza-CE, próximo a faculdade FAMETRO. O imóvel é de ótima qualidade para quem procura um apar..."," Rua Oto de Alencar, Centro
",Meireles,40,2,1,1
806,295,850,"EXCELENTE APARTAMENTO NO ECO WAY, DISPÕE DE 2 QUARTOS (PISO LAMINADO), SALA, COZINHA, BANHEIRO COM CHUVEIRO ELÉTRICO, ÁREA DE SERVIÇO E VAGA DE GARAGEM. ÁREA DE LAZER: SALÃO DE FES..."," Alameda Verde, Coacu
",Cágado,40,2,1,1
650,80,336,"(AP 0888) - Excelente apartamento de 50m² contendo 01 quarto, WC social, sala, cozinha americana, área de serviço e 01 vaga na garagem. Próximo ao Colégio Farias Brito Seis Bocas e..."," Rua Sandra Gentil, Sapiranga
",Centro,50,1,1,1
650,732,100,"O apartamento está localizado no bairro Parque Presidente Vargas tem 45 metros quadrados com 2 quartos , 1 banheiro E 1 vaga de garagem Encontra-se em um condomínio protegido por m..."," Rua Herculano Pena, Parque Presidente Vargas
",Papicu,45,2,1,1
430,200,50,"Excelente apartamento localizado no Parque Tabapua, Caucaia. Condomínio com ótimo estrutura -"," Rua 9, Tabapuã
",Serrinha,60,2,1,1
640,260,850,"Se você está procurando por um imóvel na cidade de Caucaia, perfeito para começar uma nova vida ou criar a sua própria casa, não procure mais! Apresentamos o nosso mais recente, mo..."," Grilo, Caucaia
",Meireles,53,2,,1
500,100,850,"Apartamento com 02 quartos, nascente, sala, cozinha, wc social, em condomínio fechado, ambiente familiar, próximo de restaurantes, escolas, vias de fácil acesso. 60m², 01 vaga. Con..."," Rua Ayrton Senna, Mondubim
",Centro,60,2,1,3
150,0,850,"Excelente apartamento, 100% mobiliado, na Praia de Iracema com: - 1 suíte com cama box, armário e ar - sala com sofá cama, tv led - cozinha equipada - varanda - área de serviço com..."," Rua Dragão do Mar, Praia de Iracema
",Parangaba,47,1,1,1
500,170,850,"Sala, 2 quartos, cozinha, banheiro e área de serviço. ( 1 vaga )"," Rua Rio Negro, Tabapuã
",Cambeba,54,2,1,1
1000,344,850,"Apartamento projetado dispõe de 45m², sala ampla, cozinha americana, 2 quartos sendo 1 com ar- condicionado, banheiro social, área de serviço e 1 vaga de garagem. Localizado na Av...."," Avenida Alberto Craveiro, Dias Macedo
",Joaquim Tavora,45,2,1,1
4200,779,850,"Apartamento em condomínio com áreas sociais e de lazer modernas, ideal para quem busca local prático e compacto, em uma localização bastante valorizada de Fortaleza. Fica na rua Si..."," Meireles, Fortaleza
",Centro,58,2,1,2
3000,359,1496,"Venda: A partir de 599.579,04 (Ref.Unid.301A) As unidades possuem 70,62 m², 03 quartos (sendo 02 suítes plenas + quarto/gabinete) sala, cozinha e varanda). 100% nascente (bastante..."," Rua Hil de Moraes, Edson Queiroz
",Passaré,70,3,2,2
600,0,850,"Apartamento compacto no bairro Parque Araxá, localizado na rua Gustavo Sampaio, paralela à Av. Bezerra de Menezes e poucos metros da Av. José Jatahy, próximo à Normatel e ao superm..."," Parque Araxá, Fortaleza
",Tabapuã,50,1,,1
1100,0,850,"Venha conhecer nossos ótimos apartamentos para primeira locação, localizados próximos ao Castelão. Cada unidade possui dois quartos, sendo um deles uma suíte, armários embutidos no..."," Rua Crisanto Arruda, Passaré
",Varjota,47,2,,4
4250,865,485,"Apartamento de 114m², com 3 suítes, sala em ""L"", cozinha, área de serviço, dependência completa, varanda gourmet com churrasqueira. 3 vagas de garagem. Apartamento padrão em Fo..."," Rua Frei Mansueto, Meireles
",Fátima,114,3,3,1
600,0,850,"Aluga-se excelentes apartamentos no Residencial Luiza Abreu Paiva, situado à Rua 9, N° 1867, Cágado, Maracanaú-CE, CEP: 61.913-100. Composto de 10 unidades, sendo 02 no térreo, 04..."," Rua 9, Cágado
",Tabapuã,55,2,1,1
1000,405,850,"IMOBILIÁRIA FERNANDO FREITAS CRECI 0967-J Apto NOVO 62m², 2 quartos, sendo 1 suíte, WC Social, varanda, 01 Vaga de garagem. Condomínio com Piscina, Playground, Salão de festa, Dec..."," Avenida Maria Teixeira Joca, Centro
",Passaré,62,2,1,1
1600,750,850,"Apartamento de 90 m² localizado próximo ao Farias Brito da Dom Luis, além de farmácias, super mercados e muito mais! O imóvel possui 2 quartos sendo 1, cozinha e lavanderia, 2 wc's..."," Rua Fausto Cabral, Papicu
",São João do Tauape,96,2,1,2
600,120,277,"Apartamento dispõe de 55m², sala, cozinha americana, 2 quartos, banheiro social, área de serviços e lavanderia. Localizado apenas a 1 quadra da Avenida Bernardo Manuel, com fácil a..."," Rua Leão XIII, Serrinha
",Messejana,55,2,,1
2100,687,850,"APARTAMENTO - Meireles - Ana Bilhar, 940 apto 704 - APROXIMANDAMENTE 60M² - Varanda, Sala, 3 dormitório sendo 1 Suite, Armários, Cozinha Planejada, Área Serviço, Piso Granito. Play..."," Rua Ana Bilhar, Meireles
",Pecém,60,3,2,2
1100,0,850,Próximo a Rua Nogueira Acioli e a Rua Dona Leopoldina.," Rua Dom Joaquim, Centro
",Mucuripe,45,1,,1
750,390,850,"Apartamento com sala de jantar e de estar, área de serviço, 3 quartos e armário no quarto. Condomínio com salão de festas, vaga de garagem e playground. Rua Araripe Prata, 530 apt..."," Rua Araripe Prata, Parangaba
",Porto das Dunas,80,3,1,2
900,0,22,"Excelente Oportunidade no Cambeba!! apartamento novo em localização privilegiada com 2 quartos, wc social, cozinha, área de serviço e 1 vaga de garagem este imóvel possui fácil a..."," Rua Francisco Borges Soares, Cambeba
",Cumbuco,46,2,1,1
1700,600,850,"Ótima localização, 02 quartos (Sendo 01 suíte), DCE, sala, cozinha, área de serviço, wc social, armários fixos, com 01 ou 02 vagas, 70m². Condomínio R$ 774,00 (Incluso água e gás..."," Rua Joaquim Sá, Joaquim Tavora
",Joaquim Tavora,70,1,2,3
809,0,850,"(Q-900) Apartamentos em excelente localização na Rua Princesa Isabel n°27 no Centro, próximo a Estação e o Metrofor disponível para locação! Apartamento com 1 quarto, sala, cozinh..."," Rua Princesa Isabel, Centro
",Cambeba,50,1,1,1
950,230,850,"Apartamento Novo no térreo, em área privilegiada do Bairro Passaré, com dois quartos, com wc reversível, sala e cozinha americana, com uma vaga de garagem, nas áreas comuns com amp..."," Avenida Juscelino Kubitschek, Passaré
",Coacu,48,2,1,1
550,290,199,"Apartamento dispõe de 45m², sala, cozinha, 2 quartos, banheiro social, área de serviço e 1 vaga de garagem. Localizado próximo ao Assaí atacadista, Escola EEMTI José Maria Pontes d..."," Rua 1, Tabapuã
",Parque Tijuca,45,2,1,1
1500,0,47,"Para quem procura um apartamento espaçoso e confortável! Localizado no bairro Varjota, o condomínio dispõe de vários fatores que farão com que sua moradia seja cômoda e confortável..."," Rua Canindé, Varjota
",Conjunto Ceara II,120,2,,1
1000,784,850,"Ed. Residencial Henrique I! Não perca essa oportunidade e venha morar no Bairro de Fátima, neste excelente apartamento com 3 quartos sendo 1 suíte, wc social, dependência completa,..."," Rua Coronel João Carneiro, Fátima
",Tamatanduba,129,3,1,3
600,260,156,"Apartamento em Caucaia, 2 quartos, a poucos minutos do supermercado Assaí Atacadista. - sala - banheiro social - cozinha - área de serviço Condomínio: - portaria permanente - in..."," Rua 1, Tabapuã
",Rodolfo Teófilo,39,2,1,1
950,230,850,"Apartamento Novo , em área privilegiada do Bairro Passaré, com dois quartos, com wc reversível, sala e cozinha americana, com uma vaga de garagem, nas áreas comuns com amplo espaço..."," Avenida Juscelino Kubitschek, Passaré
",Conjunto Ceara II,48,2,1,1
1800,890,850,"Dispõe de 70m², -sala de estar e jantar, varanda gourmet, cozinha, area de serviço, corredor interno, 2 suítes, sendo uma com varanda, 1 banheiro social, 1 quarto social com varand..."," Rua Nunes Valente, São João do Tauape
",Meireles,,3,1,3
1100,329,850,"Apartamento dispõe de 56,96m², sala ampla, cozinha americana projetada, 2 quartos sendo 1 suíte reversível, área de serviço e 1 vaga de garagem. Localizado ao lado da Styllu academ..."," Rua do Murará, Messejana
",Cambeba,57,2,1,1
700,85,10,"Apartamento Residencial com 2 quartos, cozinha e banheiro social. Fácil acesso e excelente localização. Para funcionários de empresas ou estudantes. Locação facilitada! Próximo ao..."," Rua Francisco Mendes de Oliveira, Pecém
",Meireles,40,2,,1
2800,0,850,"excelente apt. Vista mar, 02 quartos (sendo uma suíte c/closet), armários projetados, área de lazer completa, piscina, academia, Cyber, quadra de esportes, varanda, 02 vagas, 78m²...."," Rua da Paz, Mucuripe
",Cumbuco,77,2,2,4
450,0,850,"--> LOCAÇÃO: R$450 (mínimo 3 diárias) *Valor da diária pode variar conforme o período. Os valores da diária são diferentes para alta estação e para grandes feriados, consultar por..."," Avenida dos Golfinhos, Porto das Dunas
",Meireles,56,2,1,2
3900,0,850,"Apartamento de 3 quartos no Breezes do Cumbuco. A unidade possui 104 m² distribuídos em 3 quartos, sendo 2 suítes, banheiro de serviço, ampla sala de estar e jantar integradas, co..."," Avenida dos Coqueiros, Cumbuco
",Joaquim Tavora,104,3,1,3
1900,0,850,"Ótima localização, 03 quartos (Sendo 02 suítes com armários e 01 dormitório), varanda na suíte e na sala, cozinha com armários fixos, wc social, área de serviço, área de lazer com..."," Avenida Rui Barbosa, Joaquim Tavora
",Guagiru,73,3,2,5
750,0,198,"Excelente apartamento com 01 quarto, cozinha americana, wc social, piso cerâmica, ótima ventilação, condomínio bastante agradável e com excelente localização, SEM TAXA DE CONDOMÍNI..."," Joaquim Tavora, Fortaleza
",Passaré,37,1,,1
950,218,850,"O apartamento no bairro Coacu tem 40 metros quadrados com 2 quartos e 1 banheiro Possui espaço gourmet, espaço jardinado, área de recreação infantil, salão para festas e eventos. V..."," Rua Alameda Verde, Coacu
",Cidade 2000,40,2,1,1
450,187,850,"Condomínio Jaçanau! Não perca a oportunidade de morar neste lindo apartamento com 2 quartos, wc social, sala, cozinha, área de serviço, armários, 1 vaga, área privativa 41,97m². Lo..."," Rua Doze de Outubro, Parque Tijuca
",Meireles,42,2,1,1
500,0,107,"ALUGO: Excelente Apartamento no Bairro Conjunto Ceará, Esquina com Avenida Alanis Maria Laurindo de Oliveira. Residencial Melo Localizada na Avenida G,Nº:451 - Bairro Conjunto Ce..."," Avenida G, Conjunto Ceara II
",Meireles,58,2,,1
1200,137,850,"- sala - 02 quartos - banheiro - cozinha - área de serviço - vaga de garagem O prédio tem fácil acesso a tudo! Fica próximo ao Shopping Eusébio, Frangolândia Eusébio, Normatel..."," Rua Gentil Monte Silva, Tamatanduba
",Maracanaú,46,2,1,2
969,0,850,"Apartamento para Locação no bairro Rodolfo Teófilo, localizado na cidade de Fortaleza / CE, ponto de referência Faculdade de Medicina e UFC. Com 2 dormitórios, sendo 1 suíte, p..."," Rua Delmiro de Farias, Rodolfo Teófilo
",Dionísio Torres,60,2,1,2
500,0,850,"ALUGO: Excelente Apartamento no Bairro Conjunto Ceará, Esquina com Avenida Alanis Maria Laurindo de Oliveira. Residencial Melo Localizada na Avenida G,Nº:451 - Bairro Conjunto Ce..."," Avenida G, Conjunto Ceara II
",Meireles,58,2,,1
280,1,1,"NÃO ALUGAMOS MENSAL - MINIMO 3 DIÁRIAS *Valores sujeitos a alteração sem aviso prévio, sazonalidade e quantidade de pessoas* Para verificar valores e disponibilidade dos nossos ap..."," Rua Barão de Aracati, Meireles
",Passaré,65,2,1,2
2500,806,156,"Próximo ao shopping Rio mar. O apartamento tem 90m², 03 quartos, sendo 01 suíte, armários projetados na cozinha, quartos e banheiros, 02 vagas de garagem, banheiro social e varanda..."," Papicu, Fortaleza
",Praia do Futuro I,90,3,2,2
3800,801,272,"Apartamento 2 quartos, sala e cozinha, 100% mobiliado com móveis projetados, TV, utensílios domésticos, localização privilegiada no melhor do litoral Cearense. Melhor empreendimen..."," Avenida da Abolição, Meireles
",Meireles,66,2,1,2
3950,0,850,"101 e 103 rooftop anuncio o apartamento è térreo com jardim privativo decorado com bom gosto e elegância. Tem 2 quartos sendo uma suite, uma sala com coziha americana com sacada..."," Avenida Central, Cumbuco
",Meireles,68,2,1,2
3400,600,88,"Localizado a poucos metros do mar, no bairro Meireles, conhecido por ser o mais nobre e valorizado da cidade de Fortaleza; o Edifício My Way é um empreendimento que oferece para su..."," Rua Tibúrcio Cavalcanti, Meireles
",Aldeota,55,2,1,2
1900,0,850,"Ótima localização, 03 quartos (Sendo 02 suítes com armários e 01 dormitório), varanda na suíte e na sala, cozinha com armários fixos, wc social, área de serviço, área de lazer com..."," Avenida Rui Barbosa, Joaquim Tavora
",Cambeba,73,3,2,5
800,50,850,"ALUGA-SE APARTAMENTO NO GUAJIRU EM CAUCAIA APARTAMENTO NOVO NO ED. VILLA BERGAMO SALA DE ESTAR E JANTAR, 02 QUARTOS, SENDO 01 SUÍTE, BANHEIRO SOCIAL, COZINHA AMERICANA E ÁREA DE..."," Rua Quinze de Novembro, Guagiru
",Tamatanduba,75,2,1,1
1519,450,850,"P-500) Edifício Recanto dos Sabiás: Paz e segurança de uma vizinhança classe única. Excelente apartamento, localizado na Rua dos Sabiás, Nº 99, bairro Passaré, Fortaleza-CE, próxim..."," Rua dos Sabiás, Passaré
",Tamatanduba,65,3,2,1
1200,814,1089,"Excelente cobertura, duplex dividido em 2 pavimentos, dispõe de 104,11m², primeiro piso possui sala, cozinha americana com despensa, 3 quartos sendo 1 suíte e banheiro social. Segu..."," Avenida Nila Gomes de Soárez, Cidade 2000
",Passaré,104,3,2,3
3000,0,850,"Apartamento mobiliado, com tv , ar condicionado, geladeira sofá , internet. 2 quartos Piscina Academia Lavanderia Fica 50 MTS da Av Beira Mar. Consultar valores Jean Lira .2569..."," Avenida da Abolição, Meireles
",Parque Albano,52,2,1,1
3400,800,112,"EXCELENTE APARTAMENTO PARA LOCAÇÃ NO MEIRELES REF.: 10481 (ED. INFINITY 600) O apartamento com vista mar, com 2 quartos, sendo 1 suíte e um banheiro social, sala de estar e jantar..."," Rua Silva Jatahy, Meireles
",Jangurussu,60,2,1,2
700,0,850,"Apartamento com 2 dormitórios para alugar, 53 m² por R$ 700 - Pajuçara - Maracanaú/CE. *02 Dormitórios (Sendo 01 Suíte) *Sala de Estar e Jantar *Wc Social *Cozinha Americana t..."," Pajuçara, Maracanaú
",Cocó,53,2,1,2
1500,730,850," Rua Coronel Linhares, Dionísio Torres
"," Rua Coronel Linhares, Dionísio Torres
",José Bonifácio,110,3,2,4
250,0,850,"Apartamento com 2 quartos na Avenida Beira Mar de Fortaleza, uma das regiões mais valorizadas e onde estão instalados hotéis, restaurantes, comércio e o calçadão da Beira Mar, idea..."," Avenida da Abolição, Meireles
",Tauape,66,2,1,2
1200,230,850,"Apartamento Novo , em área privilegiada do Bairro Passaré, com dois quartos, com wc reversível, sala e cozinha americana, com uma vaga de garagem, nas áreas comuns com amplo espaço..."," Avenida Juscelino Kubitschek, Passaré
",Praia do Futuro II,48,2,1,1
1400,640,850,"O Apartamento Possui 125 metros quadrado bem dividio com sala em ""L"", cozinha ampla, área de serviço, banheiro social, 04 (quatro) quartos sendo 01 (uma) suíte. Na área comum possu..."," Avenida Pintor Antônio Bandeira, Praia do Futuro I
",Centro,125,4,1,2
300,0,850,"Apartamento alto padrão, 2 quartos, 1 suite, sala e cozinha, localização privilegiada no melhor da Beira Mar, vaga. Melhor empreendimento em espaço de lazer de Fortaleza. Área de..."," Avenida Beira Mar, Meireles
",Varjota,66,2,1,2
3200,0,850,"O apartamento está localizado no bairro Meireles com 69 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço jardinado, salão para festas e eventos. Vai lhe pos..."," Rua Monsenhor Bruno, Meireles
",Praia de Iracema,69,2,1,2
2100,750,850,"Ed. Previ! Excelente apartamento com 3 quartos sendo 1 suíte, wc social, dependência completa, armários, 1 vaga, área privativa 118m². Condomínio dispõe de salão de festa, portaria..."," Rua Nunes Valente, Aldeota
",Rodolfo Teófilo,118,3,1,3
4000,900,850,"Apartamento localizado Beach Class mobiliado no bairro Meireles, com 56m², varanda, sala, cozinha, 02 quartos sendo 01 suíte, 01 vaga de garagem Condomínio academia, SPA, salão de..."," Meireles, Fortaleza
",Praia do Futuro II,56,2,1,2
1100,184,850,"EUSEBIO - Rua Gentil Monte Silva, 950, apto 110, BL 04, aproximadamente 42M² com sala, 2 quartos sendo 1 suite, 2 banheiros, cozinha americana, cond. com piscina, playground, deck..."," Rua Gentil Monte Silva, Tamatanduba
",Cocó,42,2,,2
1200,0,850,"Aluga-se apartamento no Eusébio.Excelente localização. Por trás do Shopping do Eusébio, próximo a restaurantes, escolas e supermercados.Apartamento com dois quartos sendo uma suite..."," Rua Gentil Monte Silva, Tamatanduba
",Passaré,46,2,1,2
1200,230,850,"Excelente Apartamento disponivel no Passaré . Imóvel impecável, pronto para morar ! Este empreendimento oferece conforto e comodidade para toda a sua família com uma área de lazer..."," Alameda Juscelino Kubstchek, Passaré
",Aldeota,68,2,1,1
609,60,850,"(J-199) Apartamento de 3 quartos localizado na Rua Porto Velho n°1928, Parque Albano, Caucaia-CE. O apartamento conta com uma ótima estrutura possuindo sala, 3 quartos, cozinha, ár..."," Rua Gonçalves Dias, Parque Albano
",Aldeota,45,3,1,1
550,0,71,"Apartamento novo com 50m², localizado próximo a lagoa do Jangurussu, Upa 24 horas, Frotinha de Messejana, Igreja São João Batista, Centro De Educação Infantil Humberto Teixeira, Re..."," Rua Justino Soares, Jangurussu
",Jardim Guanabara,50,2,1,1
1300,680,850,"Condomínio Edifício Cidade Leste R Andrade Furtado, 2105 AP. 301 (3° andar) – Cocó Ponto de Referência: Em frente a praça do frete. Descrição: SALA DE VISITAS E JANTAR COZINHA..."," Rua Andrade Furtado, Cocó
",Centro,95,3,1,3
1200,629,549,"(AP2135) Apartamento no José Bonifácio, próximo a Av. Domingos Olímpio com área privativa de 111,45m², com Sala, Cozinha, Despensa, 03 Quartos, sendo 01 Suíte, Wc social, Varanda,..."," Rua Solon Pinheiro, José Bonifácio
",Cambeba,111,4,1,3
1509,0,850,"(M-400) Imóvel para locação, localizado na Rua. Eduardo Bezerra 956, São João do Tauape, Fortaleza-CE, próximo a UNIMAQ na Pontes Vieira. O imóvel possui 02 quartos, sala, cozinha..."," Rua Eduardo Bezerra, Tauape
",Porto das Dunas,50,2,1,1
2000,800,73,"Apartamento mobiliado com 02 quartos, Condomínio com ampla área de lazer, cercado por natureza o que transmite uma sensação de paz e aconchego. -"," Avenida Dioguinho, Praia do Futuro II
",Praia de Iracema,58,2,,2
1309,0,850,Locação através de imobiliária sendo necessário 3 cauções ou fiador Apto 1.309 já incluso Condomínio e iptu Visitas agendar whats Claudio Aguiar corretor de imóveis Creci 9301 O...," Rua Nogueira Acioli, Centro
",Passaré,40,2,,1
600,0,850,"Apartamento com 2 quartos (1 suíte), armários, DCE, varanda, próximo à R. Jaime Vasconcelos. OBS: No aluguel não está incluso o condomínio."," Rua Canindé, Varjota
",Prefeito José Walter,85,2,,4
130,0,850,"Lindo apto, 1 suíte região super valorizada, próximo ao centro cultural dragão do mar. 100% mobiliado, moveis projetados, linda vista mar! sensacional. agende agora mesmo uma visit..."," Rua Dragão do Mar, Praia de Iracema
",Parquelândia,47,1,1,1
800,120,850,"Apartamento dispõe de 70 m², sala, cozinha americana, 2 quartos sendo 1 suíte, banheiro social e área de serviço. Localizado a 3 quadras da Avenida José Bastos, próximo ao Banco do..."," Rua Coronel Nunes de Melo, Rodolfo Teófilo
",Meireles,70,2,,1
2000,971,850,"COM ARMÁRIOS FIXOS, 02 VAGAS DE GARAGEM E ÁREA DE LAZER COMPLETA."," Rua Antônio Atualpa Rodrigues, Praia do Futuro II
",Eusébio,84,3,,2
1500,825,95,"Dispõe de 118m², sala ampla, varanda, 3 quartos, sendo 1 suíte, banheiro social, cozinha com armários, área de serviço, dependência completa e 2 vagas de garagem. Localizado próxim..."," Rua Andrade Furtado, Cocó
",Engenheiro Luciano Cavalcante,118,3,2,1
1100,0,850,"Venha conhecer nossos ótimos apartamentos para primeira locação, localizados próximos ao Castelão. Cada unidade possui dois quartos, sendo um deles uma suíte, armários embutidos no..."," Rua Crisanto Arruda, Passaré
",Aquiraz,44,2,1,4
1700,750,73,"Apartamento para Aluguel, 70m² por R$ 1.700. Aldeota - Fortaleza/CE Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Veras! Basta..."," Rua Eduardo Garcia, Aldeota
",Presidente Kennedy,70,2,1,1
1380,588,95,"Apartamento no 1º andar com Sala, varanda, 03 Quartos (Sendo 1 Suíte) com armários, 01 Banheiros, Cozinha c/ armários, área de serviço e dependência de empregada. TAXA DE LIXO 202..."," Rua Pereira Filgueiras, Aldeota
",Meireles,145,3,1,2
1000,0,850,"Apartamento dispõe de 65 m², sala, cozinha americana, 2 quartos, banheiro social, área de serviço e 1 vaga de garagem rotativa. Localizado entre a Avenida da Independência e Avenid..."," Rua Misericórdia, Jardim Guanabara
",Aldeota,65,2,1,1
700,450,850,"O apartamento com 65 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros. Fica próximo a escolas, hospitais, restaurantes, hospitais, shoppings, padarias, farmácias, univer..."," Rua Blumenau, Centro
",Centro,65,3,1,2
2350,600,72,"O apartamento está localizado na Praia de Iracema, possui 63m², com 2 quartos, sendo 1 suíte. Possui área fitness, salão de festas, piscina, elevador para mais praticidade no dia..."," Praia de Iracema, Fortaleza
",Fátima,65,2,1,1
3500,0,850,"Excelente Apartamento no Porto das dunas, nascente, com 3 quartos pertinho do Beach Park, super ventilado, todo mobiliado, varanda vista piscina, 1 suíte, 3 banheiros, 2 vagas de g..."," Avenida dos Oceanos, Porto das Dunas
",Parangaba,76,3,2,3
2000,350,850,"Excelentes unidades ,com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Condomínio R$ 504,00 -..."," Rua Gonçalves Ledo, Praia de Iracema
",Passaré,70,3,2,4
1400,470,78,"RUA JOAQUIM MARTINS, 398 - APTO. 401 BL 02 C OND. MANDARIM CLUBE - PASSARÉ. Aluguel: R$ 1.400,00 - IPTU 2023 R$ 77,55 x 6 Cond. R$ 470,00 + Consumo de água - Taxa Lixo: R$ 22,31 x..."," Rua Joaquim Martins, Passaré
",Papicu,60,3,,1
610,0,850,"Góis imobiliária aluga: Apartamento no bairro José Walter na av i 1557, reformado, gradeado, bem localizado,arejado e próximo à parada de ônibus. Apartamento com 02 quartos , sala..."," Avenida I, Prefeito José Walter
",Meireles,45,2,1,2
1200,664,459,"Apartamento projetado, dispõe de 75m², 3 quartos, sendo 1 suíte, banheiro social, sala, varanda, cozinha americana, dependência e área de serviço com lavanderia. Localizado próximo..."," Rua Gustavo Sampaio, Parquelândia
",Messejana,75,3,1,2
250,0,850,"Apartamento alto padrão, 2 quartos, sala e cozinha, 100% mobiliado com móveis projetados, TV, utensílios domésticos, localização privilegiada no melhor da Beira Mar em Fortaleza...."," Avenida Beira Mar, Meireles
",Mondubim,60,2,1,2
750,218,1,"Excelente apto em primeira locação, com 2 quartos, sala com 2 ambientes, cozinha, WC social com box blindex, área de serviço e uma vaga de garagem. Condomínio portaria 24h, com po..."," Coacu, Eusébio
",Conjunto Ceara I,41,2,1,1
1600,900,900,"CÓDIGO: (1090) - APARTAMENTO COM 2 QUARTOS, 1 SUÍTE, WC SOCIAL, SALA EM L, COZINHA, VARANDA, ÁREA DE SERVIÇO, 2 ELEVADORES, 2 VAGAS DE GARAGEM. Nossa equipe está a sua disposição!..."," Rua Caetano Ximenes Aragão, Engenheiro Luciano Cavalcante
",Passaré,72,3,2,2
6500,1100,180,"O apartamento tem 115 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros Possui academia, espaço gourmet, área de recreação infantil, espaço para festas, jardim. Vai lhe p..."," , Aquiraz
",Jangurussu,115,3,2,3
1000,820,502,"Dispõe de 116m², sala de estar e jantar, 3 quartos sendo 1 suíte com armários, banheiro social, cozinha com armários, área de serviços com banheiro, lavanderia e 2 vagas na garagem..."," Rua Braz de Francesco, Presidente Kennedy
",Jangurussu,116,3,2,3
3000,0,850,"Alugo apto no Edificio Masque Aquidabã, Av. Historiador RAimundo Girão, 650 com 2 quartos + quarto de servilo, sala ampla, varnada, cozinha, wc social, área de serviços, armários n..."," Avenida Historiador Raimundo Girão, Meireles
",Jardim Guanabara,82,2,,2
1800,604,850,"Apartamento com ótima localização, 72m², 3 quartos ( sendo 2 suítes), sala com varanda, armários nos quartos, banheiros e cozinha, salão de festas, academia, jardim, 2 vagas. Cond...."," Rua Padre Valdevino, Aldeota
",Montese,72,3,,5
1969,260,850,"9 9721=1385 whats Claudio Aguiar corretor de imoveis creci 9301 O empreendimento possui 32 andares que fazem do Edifício Cidade o mais alto de Fortaleza, iniciando suas unidades r..."," Rua Guilherme Rocha, Centro
",Cambeba,54,2,1,2
470,130,850," Avenida Visconde do Rio Branco, Fátima
"," Avenida Visconde do Rio Branco, Fátima
",Damas,40,1,,1
700,0,118," Rua Lins do Rego, Parangaba
"," Rua Lins do Rego, Parangaba
",Cambeba,48,2,1,1
1100,0,850,"Venha conhecer nossos ótimos apartamentos para primeira locação, localizados próximos ao Castelão. Cada unidade possui dois quartos, sendo um deles uma suíte, armários embutidos no..."," Rua Crisanto Arruda, Passaré
",Centro,47,2,,4
1200,880,850,"O apartamento no bairro Papicu com sala ampla, cozinha, dependência completa, 03 quartos sendo 01 suíte e banheiro reversível. Excelente localização, paralelo a Av. Almirante Henr..."," Rua Fausto Cabral, Papicu
",Cambeba,118,3,1,3
2650,660,136,"Área 62m² 01 suite reversivel cozinha projetada Sala ampla varanda 01 vaga de garagem 14º andar Piscina,academia,portaria Excelente Localização Valor Aluguel R$ 2.650,00 Cond R$ 78..."," Rua Professor Dias da Rocha, Meireles
",Parque Iracema,62,1,1,1
680,0,850,Excelente apto em perfeita localização no Cambeba/Messejana! Com Área Construída de 45m² Com 02 (dois) Quartos - WC Social - Sala de estar e jantar - Cozinha estilo americana - Ár...," Rua Farias Lemos, Messejana
",Messejana,45,2,1,1
800,130,1,"Já pensou em alugar seu canto em um local tranquilo e ao mesmo tempo próximo de tudo? A 7Cantos oferece uma ótima opção de imóvel para você, localizado no bairro Mondubim. São 55m²..."," Rua Mangaba, Mondubim
",Dionísio Torres,55,2,,1
